Observation,Label,Prediction,Explanation
0,False,0.10061875632367745,No Explanation
1,False,0.12610572611352142,No Explanation
2,False,0.10374902809289982,No Explanation
3,True,0.19906307507838686,No Explanation
4,False,0.08175369065886423,No Explanation
5,False,0.306798694340244,No Explanation
6,False,0.11725540239105064,No Explanation
7,False,0.16611973338208375,No Explanation
8,True,0.25282949386823583,No Explanation
9,False,0.1809529717253961,No Explanation
10,True,0.28524982214025935,No Explanation
11,False,0.17887535532199714,No Explanation
12,False,0.4387991429370152,No Explanation
13,False,0.11142004457891472,No Explanation
14,False,0.053954445267460516,No Explanation
15,False,0.12640557664387975,No Explanation
16,True,0.11348155066405101,No Explanation
17,False,0.12403643339270075,No Explanation
18,False,0.10812713689151059,No Explanation
19,False,0.053547294402065654,No Explanation
20,False,0.09829353147356266,No Explanation
21,True,0.1629967673177023,No Explanation
22,False,0.03794581053099098,No Explanation
23,False,0.10098430183085907,No Explanation
24,False,0.10486248145621731,No Explanation
25,False,0.2995985425436907,No Explanation
26,False,0.13108047425704858,No Explanation
27,True,0.23999098296643945,No Explanation
28,False,0.2662664379106453,No Explanation
29,False,0.12958957993603393,No Explanation
30,False,0.1669273450983689,No Explanation
31,False,0.16312340158102787,No Explanation
32,True,0.09180545882205954,No Explanation
33,False,0.1627456921322249,No Explanation
34,False,0.4713903332898396,No Explanation
35,True,0.17791014077344433,No Explanation
36,True,0.21397238700493704,No Explanation
37,False,0.14840611031368992,No Explanation
38,False,0.5018592140812735,No Explanation
39,False,0.0791752841305582,No Explanation
40,False,0.042333788715369663,No Explanation
41,False,0.24836372732187822,No Explanation
42,False,0.21403718253085335,No Explanation
43,False,0.09694467132448802,No Explanation
44,False,0.10458782978163114,No Explanation
45,False,0.17234699849011717,No Explanation
46,True,0.09825083621492338,No Explanation
47,False,0.1481855737859067,No Explanation
48,False,0.07442831881562122,No Explanation
49,False,0.12406895129130972,No Explanation
50,False,0.0916023797388533,No Explanation
51,False,0.05313316215697907,No Explanation
52,False,0.12441832860447773,No Explanation
53,False,0.23508830991250929,No Explanation
54,False,0.06481166436851492,No Explanation
55,False,0.17470731698795475,No Explanation
56,False,0.18709548349924834,No Explanation
57,False,0.10945262917970779,No Explanation
58,True,0.24922203396122672,No Explanation
59,False,0.13772267679470931,No Explanation
60,True,0.13428326469210414,No Explanation
61,True,0.18657631780198144,No Explanation
62,False,0.16452458792433852,No Explanation
63,False,0.49149326400405224,No Explanation
64,False,0.14422263563271256,No Explanation
65,False,0.1381992228130217,No Explanation
66,False,0.0491785763158037,No Explanation
67,True,0.31427401443932423,No Explanation
68,False,0.4438718573821476,No Explanation
69,False,0.32001895309816963,No Explanation
70,False,0.1437642666070945,No Explanation
71,False,0.11917446887734194,No Explanation
72,False,0.4556552882962045,No Explanation
73,True,0.5812219103791193,emp_length
73,True,0.5812219103791193,dti
74,False,0.24851651092393237,No Explanation
75,False,0.13936814386860444,No Explanation
76,False,0.17809785614850607,No Explanation
77,True,0.1549735327190659,No Explanation
78,True,0.15482461224370941,No Explanation
79,False,0.2776810579630465,No Explanation
80,False,0.025893858635713418,No Explanation
81,True,0.43537649568932935,No Explanation
82,False,0.08797275270443822,No Explanation
83,False,0.14516026391376005,No Explanation
84,False,0.1935755889276061,No Explanation
85,True,0.18714202422691356,No Explanation
86,False,0.15243101411024754,No Explanation
87,True,0.2877106445436886,No Explanation
88,False,0.14109188060205305,No Explanation
89,False,0.19633298331479007,No Explanation
90,True,0.5265795274799793,purpose
90,True,0.5265795274799793,loan_amnt
90,True,0.5265795274799793,dti
91,False,0.08690464118823346,No Explanation
92,False,0.48097542879965954,No Explanation
93,False,0.20361664332007662,No Explanation
94,False,0.09032675042537976,No Explanation
95,True,0.42554598021822626,No Explanation
96,False,0.15203365830534282,No Explanation
